@relation R_data_frame

@attribute RI {1,2,3,4,5}
@attribute Na {1,2,3}
@attribute Mg {1,2}
@attribute Al {1,2,3,4,5}
@attribute Si {1,2,3,4,5}
@attribute K {1,2,3,4,5}
@attribute Ca {1,2,3,4,5}
@attribute Ba {1,2}
@attribute Fe {1,2,3,4,5,6}
@attribute TRAIN_Y_DISCRETIZED {-1,1}

@data
1,1,2,4,4,3,2,1,1,-1
2,2,2,4,2,2,2,1,3,-1
1,1,2,4,4,3,2,1,1,-1
1,2,2,4,3,4,2,1,4,-1
3,2,2,2,2,2,2,1,5,-1
3,1,2,4,3,2,3,1,3,-1
4,1,1,5,3,5,4,1,6,-1
1,2,2,4,3,4,2,1,1,-1
4,2,1,2,2,1,3,2,1,1
2,1,2,1,4,3,3,1,1,1
2,1,2,1,5,2,2,1,1,1
1,1,2,2,3,3,3,1,1,1
2,1,1,1,4,3,3,1,1,1
4,2,2,1,2,1,3,1,3,1
2,2,2,1,4,2,2,1,3,1
4,2,1,2,2,2,3,1,1,1
2,1,1,1,4,3,3,1,5,1
